,attemptNum,condition,contents,critical,eventType,gameid,instructionNum,iterationName,objectSet,sender,serverTime,targetObject,trialNum,trialType,typingRT
24,0,unscripted,move the glass measuring cup down one,True,chatMessage,0043-06d2e329-051d-4c4b-898a-1b45447c5290,1,planned_sample,4,director,1522820958714.0,mediumMeasuringCup,6,exp,5472
25,0,unscripted,move the plastic water bottle to the right one,False,chatMessage,0043-06d2e329-051d-4c4b-898a-1b45447c5290,2,planned_sample,4,director,1522820986354.0,waterBottle,6,exp,5942
26,0,unscripted,move the wooden chair with no arms to the left one,False,chatMessage,0043-06d2e329-051d-4c4b-898a-1b45447c5290,3,planned_sample,4,director,1522821005829.0,chair,6,exp,7350
27,0,unscripted,move the black binoculars to the right one,False,chatMessage,0043-06d2e329-051d-4c4b-898a-1b45447c5290,0,planned_sample,2,director,1522821022720.0,binoculars,7,base,5444
28,0,unscripted,move the adjustable wrench to the left,False,chatMessage,0043-06d2e329-051d-4c4b-898a-1b45447c5290,1,planned_sample,2,director,1522821040107.0,wrench,7,base,4606
29,0,unscripted,move the block with a blue 'B' showing to the left,True,chatMessage,0043-06d2e329-051d-4c4b-898a-1b45447c5290,2,planned_sample,2,director,1522821060579.0,middleBlock,7,base,8748
30,0,unscripted,"move the full white coffee mug, with a handle, to the right",False,chatMessage,0043-06d2e329-051d-4c4b-898a-1b45447c5290,3,planned_sample,2,director,1522821082897.0,coffeeMug,7,base,9960
31,0,unscripted,unpeeled banana up,False,chatMessage,0043-06d2e329-051d-4c4b-898a-1b45447c5290,0,planned_sample,6,director,1522821100643.0,banana,8,base,4416
32,0,unscripted,one dollar bill right,False,chatMessage,0043-06d2e329-051d-4c4b-898a-1b45447c5290,1,planned_sample,6,director,1522821120566.0,dollar,8,base,3348
33,0,unscripted,expo dry erase eraser up,True,chatMessage,0043-06d2e329-051d-4c4b-898a-1b45447c5290,2,planned_sample,6,director,1522821136308.0,boardEraser,8,base,5324
34,0,unscripted,greyish feather left,False,chatMessage,0043-06d2e329-051d-4c4b-898a-1b45447c5290,3,planned_sample,6,director,1522821155359.0,feather,8,base,2738
35,0,scripted,move scissors to the right,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,0,planned_sample,3,director,1522819886331.0,scissors,1,base,8473
36,0,scripted,move the knife down one space,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,planned_sample,3,director,1522819918572.0,knife,1,base,40711
37,0,scripted,move soap left,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,2,planned_sample,3,director,1522819938432.0,barOfSoap,1,base,5435
38,0,scripted,move the tape down by one space,True,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,3,planned_sample,3,director,1522819956961.0,cassetteTape,1,base,23964
39,0,scripted,move comb up,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,0,planned_sample,8,director,1522819981634.0,comb,2,exp,5860
40,0,scripted,move the mouse up by one space,True,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,planned_sample,8,director,1522819995906.0,computerMouse,2,exp,20131
41,1,scripted,move mouse up,True,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,planned_sample,8,director,1522820051952.0,computerMouse,2,exp,3682
42,2,scripted,move the mouse up one space,True,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,planned_sample,8,director,1522820116916.0,computerMouse,2,exp,6893
43,0,scripted,move pan up,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,2,planned_sample,8,director,1522820134283.0,castIronPan,2,exp,4627
44,0,scripted,piano to left,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,3,planned_sample,8,director,1522820181150.0,piano,2,exp,5641
45,0,scripted,move the carrot up one space,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,0,planned_sample,4,director,1522820198239.0,carrot,3,exp,22731
46,0,scripted,move the large measuring cup down one space,True,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,planned_sample,4,director,1522820214327.0,mediumMeasuringCup,3,exp,38819
47,1,scripted,move large measuring cup down,True,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,planned_sample,4,director,1522820254480.0,mediumMeasuringCup,3,exp,6374
48,0,scripted,move bottle right,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,2,planned_sample,4,director,1522820336711.0,waterBottle,3,exp,3488
49,0,scripted,chair left,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,3,planned_sample,4,director,1522820356618.0,chair,3,exp,3148
50,0,scripted,plane right,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,0,planned_sample,1,director,1522820374992.0,airplane,4,base,2552
51,0,scripted,move the glasses one space to the right,True,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,planned_sample,1,director,1522820389659.0,sunGlasses,4,base,17221
52,0,scripted,move the barrel down by one space,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,2,planned_sample,1,director,1522820409019.0,barrel,4,base,36579
53,0,scripted,sax up,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,3,planned_sample,1,director,1522820434681.0,saxophone,4,base,2480
54,0,scripted,ball down,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,0,planned_sample,5,director,1522820453145.0,basketball,5,base,1881
55,0,scripted,move the brush one space to the left,True,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,planned_sample,5,director,1522820489790.0,roundBrush,5,base,38524
56,0,scripted,headphones left,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,2,planned_sample,5,director,1522820541563.0,headphones,5,base,3111
57,0,scripted,move the book one space to the right,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,3,planned_sample,5,director,1522820570464.0,book,5,base,32011
58,0,scripted,move the binoculars one space to the right,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,0,planned_sample,2,director,1522820581959.0,binoculars,6,exp,43488
59,0,scripted,spoon left,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,planned_sample,2,director,1522820604055.0,wrench,6,exp,4763
60,0,scripted,move the bottom block one space to the left,True,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,2,planned_sample,2,director,1522820671212.0,middleBlock,6,exp,71914
61,1,scripted,big block to left,True,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,2,planned_sample,2,director,1522820728182.0,middleBlock,6,exp,5084
62,0,scripted,cup right,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,3,planned_sample,2,director,1522820747167.0,coffeeMug,6,exp,4168
63,0,scripted,move the banana up by one space,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,0,planned_sample,6,director,1522820772747.0,banana,7,exp,29746
64,0,scripted,dollar right,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,planned_sample,6,director,1522820790377.0,dollar,7,exp,3383
65,0,scripted,move the eraser up by one space,True,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,2,planned_sample,6,director,1522820804805.0,boardEraser,7,exp,17810
66,1,scripted,eraser up,True,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,2,planned_sample,6,director,1522820832901.0,boardEraser,7,exp,3100
67,0,scripted,feather left,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,3,planned_sample,6,director,1522820852898.0,feather,7,exp,3103
68,0,scripted,move the magnet down by one space,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,0,planned_sample,7,director,1522820881198.0,magnet,8,base,31401
69,0,scripted,handcuffs down,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,planned_sample,7,director,1522820916180.0,handcuffs,8,base,3008
70,0,scripted,panda down,False,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,2,planned_sample,7,director,1522820937548.0,pandaToy,8,base,1865
71,0,scripted,move the small candle down by one space,True,chatMessage,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,3,planned_sample,7,director,1522820963151.0,mediumCandle,8,base,27467
72,0,scripted,move the carrot up one space,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,0,planned_sample,4,director,1522820693066.0,carrot,1,base,NaN
73,0,scripted,move the large measuring cup down one space,True,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,planned_sample,4,director,1522820728781.0,mediumMeasuringCup,1,base,NaN
74,0,scripted,move the water bottle one square right,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,planned_sample,4,director,1522820766002.0,waterBottle,1,base,13164
75,0,scripted,move the chair one square left,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,3,planned_sample,4,director,1522820792579.0,chair,1,base,8898
76,0,scripted,move the binoculars one space to the right,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,0,planned_sample,2,director,1522820818873.0,binoculars,2,exp,35190
77,0,scripted,move the wrench on space right,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,planned_sample,2,director,1522820844992.0,wrench,2,exp,11068
78,1,scripted,move the wrench one space left,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,planned_sample,2,director,1522820877537.0,wrench,2,exp,12454
79,0,scripted,move the bottom block one space to the left,True,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,planned_sample,2,director,1522820892569.0,middleBlock,2,exp,27486
80,1,scripted,move the block one space left ,True,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,planned_sample,2,director,1522820935704.0,middleBlock,2,exp,12170
81,2,scripted,move the block one space left,True,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,planned_sample,2,director,1522820971718.0,middleBlock,2,exp,13402
82,3,scripted,move the block one space left,True,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,planned_sample,2,director,1522821047208.0,middleBlock,2,exp,29738
83,0,scripted,move the coffe cup one space right,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,3,planned_sample,2,director,1522821084753.0,coffeeMug,2,exp,13080
84,0,scripted,move the basketball one space down,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,0,planned_sample,5,director,1522821120060.0,basketball,3,base,11508
85,0,scripted,move the brush one space to the left,True,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,planned_sample,5,director,1522821144269.0,roundBrush,3,base,35718
86,0,scripted,move the headphones one space left,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,planned_sample,5,director,1522821189203.0,headphones,3,base,12522
87,0,scripted,move the book one space to the right,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,3,planned_sample,5,director,1522821199982.0,book,3,base,23300
88,0,scripted,move the magnet down by one space,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,0,planned_sample,7,director,1522821218015.0,magnet,4,base,41328
89,0,scripted,move the handcuffs down one space,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,planned_sample,7,director,1522821244467.0,handcuffs,4,base,11216
90,0,scripted,move the panda bear down one space,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,planned_sample,7,director,1522821287484.0,pandaToy,4,base,15306
91,0,scripted,move the small candle down by one space,True,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,3,planned_sample,7,director,1522821315202.0,mediumCandle,4,base,43024
92,0,scripted,move the comb up one space,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,0,planned_sample,8,director,1522821362432.0,comb,5,exp,16568
93,0,scripted,move the mouse up by one space,True,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,planned_sample,8,director,1522821389640.0,computerMouse,5,exp,43776
94,0,scripted,move the pan up one space,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,planned_sample,8,director,1522821460323.0,castIronPan,5,exp,8860
95,0,scripted,move the piano left one space,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,3,planned_sample,8,director,1522821502054.0,piano,5,exp,9288
96,0,scripted,move the airplane right one space,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,0,planned_sample,1,director,1522821529476.0,airplane,6,exp,9560
97,0,scripted,move the glasses one space to the right,True,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,planned_sample,1,director,1522821553968.0,sunGlasses,6,exp,34054
98,0,scripted,move the barrel down by one space,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,planned_sample,1,director,1522821590030.0,barrel,6,exp,70116
99,0,scripted,move the horn up one space,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,3,planned_sample,1,director,1522821619125.0,saxophone,6,exp,9676
100,0,scripted,move the scissors one space right,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,0,planned_sample,3,director,1522821652467.0,scissors,7,base,11840
101,0,scripted,move the knife down one space,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,planned_sample,3,director,1522821690540.0,knife,7,base,49912
102,0,scripted,move the soap left one space,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,planned_sample,3,director,1522821722548.0,barOfSoap,7,base,10112
103,0,scripted,move the tape down by one space,True,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,3,planned_sample,3,director,1522821736299.0,cassetteTape,7,base,23864
104,0,scripted,move the banana up by one space,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,0,planned_sample,6,director,1522821752392.0,banana,8,exp,39954
105,0,scripted,move the dollar right one space,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,planned_sample,6,director,1522821778585.0,dollar,8,exp,10956
106,0,scripted,move the eraser up by one space,True,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,planned_sample,6,director,1522821798332.0,boardEraser,8,exp,30704
107,1,scripted,move the eraser up one space,True,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,planned_sample,6,director,1522821835417.0,boardEraser,8,exp,9950
108,2,scripted,move the eraser up one space,True,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,planned_sample,6,director,1522821866442.0,boardEraser,8,exp,10726
109,3,scripted,move the eraser right one space,True,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,planned_sample,6,director,1522821908575.0,boardEraser,8,exp,27002
110,4,scripted,move the eraser right one space,True,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,planned_sample,6,director,1522821963221.0,boardEraser,8,exp,23500
111,5,scripted,move the eraser up one space,True,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,planned_sample,6,director,1522821995722.0,boardEraser,8,exp,10728
112,6,scripted,move the eraser up one space,True,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,planned_sample,6,director,1522822057997.0,boardEraser,8,exp,12784
113,0,scripted,move the feather left one space,False,chatMessage,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,3,planned_sample,6,director,1522822088957.0,feather,8,exp,10360
114,0,scripted,move the banana up by one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,0,planned_sample,6,director,1522802389786.0,banana,1,base,NaN
115,0,scripted,move the dollar right one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,planned_sample,6,director,1522802434208.0,dollar,1,base,6720
116,0,scripted,move the eraser up by one space,True,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,planned_sample,6,director,1522802467886.0,boardEraser,1,base,40397
117,0,scripted,move the feather left one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,3,planned_sample,6,director,1522802505494.0,feather,1,base,7264
118,0,scripted,move the airplane right one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,0,planned_sample,1,director,1522802548078.0,airplane,2,exp,15355
119,0,scripted,move the glasses one space to the right,True,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,planned_sample,1,director,1522802577794.0,sunGlasses,2,exp,45071
120,0,scripted,move the barrel down by one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,planned_sample,1,director,1522802603227.0,barrel,2,exp,70506
121,0,scripted,move the saxophone up one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,3,planned_sample,1,director,1522802627339.0,saxophone,2,exp,6447
122,0,scripted,move the carrot up one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,0,planned_sample,4,director,1522802640526.0,carrot,3,exp,19627
123,0,scripted,move the large measuring cup down one space,True,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,planned_sample,4,director,1522802655271.0,mediumMeasuringCup,3,exp,34379
124,1,scripted,move the pyrex cup (with a handle) down one space,True,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,planned_sample,4,director,1522802697340.0,mediumMeasuringCup,3,exp,19994
125,0,scripted,move the blue water bottle (with blue cap) right one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,planned_sample,4,director,1522802743994.0,waterBottle,3,exp,19574
126,0,scripted,move the high.backed chair (with white pad and 6 vertical bars on the back) left one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,3,planned_sample,4,director,1522802796856.0,chair,3,exp,33752
127,0,scripted,move the orange basketball (the one next to the red book) down one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,0,planned_sample,5,director,1522802852045.0,basketball,4,base,17427
128,0,scripted,move the brush one space to the left,True,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,planned_sample,5,director,1522802867361.0,roundBrush,4,base,32737
129,0,scripted,move the red and black headphones left one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,planned_sample,5,director,1522802898734.0,headphones,4,base,10923
130,0,scripted,move the book one space to the right,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,3,planned_sample,5,director,1522802924197.0,book,4,base,36386
131,0,scripted,move the magnet down by one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,0,planned_sample,7,director,1522802938090.0,magnet,5,base,50279
132,0,scripted,move the silver handcuffs down one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,planned_sample,7,director,1522802958265.0,handcuffs,5,base,6065
133,0,scripted,move the panda bear down one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,planned_sample,7,director,1522802980008.0,pandaToy,5,base,6058
134,0,scripted,move the small candle down by one space,True,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,3,planned_sample,7,director,1522802995145.0,mediumCandle,5,base,21195
135,0,scripted,move the scissors right one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,0,planned_sample,3,director,1522803017626.0,scissors,6,exp,4467
136,0,scripted,move the knife down one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,planned_sample,3,director,1522803030548.0,knife,6,exp,17388
137,0,scripted,move the bar of soap (light blue with soap suds on top) left one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,planned_sample,3,director,1522803058484.0,barOfSoap,6,exp,13338
138,0,scripted,move the tape down by one space,True,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,3,planned_sample,3,director,1522803079742.0,cassetteTape,6,exp,34595
139,1,scripted,move the CASSETTE tape down one space,True,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,3,planned_sample,3,director,1522803103388.0,cassetteTape,6,exp,6613
140,0,scripted,move the binoculars one space to the right,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,0,planned_sample,2,director,1522803121183.0,binoculars,7,exp,24406
141,0,scripted,move the wrench left one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,planned_sample,2,director,1522803143248.0,wrench,7,exp,7345
142,0,scripted,move the bottom block one space to the left,True,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,planned_sample,2,director,1522803162107.0,middleBlock,7,exp,26203
143,1,scripted,move the wooden block (letter b / keys / bear) left one space,True,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,planned_sample,2,director,1522803202673.0,middleBlock,7,exp,22319
144,0,scripted,move the white coffee mug (with coffee) right one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,3,planned_sample,2,director,1522803233179.0,coffeeMug,7,exp,9040
145,0,scripted,move the light brown hair comb up one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,0,planned_sample,8,director,1522803262087.0,comb,8,base,10120
146,0,scripted,move the mouse up by one space,True,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,planned_sample,8,director,1522803281272.0,computerMouse,8,base,29303
147,0,scripted,move the black pan (cast iron with handle) up one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,planned_sample,8,director,1522803303713.0,castIronPan,8,base,8604
148,0,scripted,move the piano left one space,False,chatMessage,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,3,planned_sample,8,director,1522803324025.0,piano,8,base,3900
149,0,unscripted,move,False,chatMessage,0176-a2c355d9-8f0d-44d3-b8d3-29df824e374f,0,planned_sample,6,director,1522794700109.0,banana,1,base,1848
150,0,unscripted,banana,False,chatMessage,0176-a2c355d9-8f0d-44d3-b8d3-29df824e374f,0,planned_sample,6,director,1522794712858.0,banana,1,base,2862
151,0,unscripted,move dollars,False,chatMessage,0176-a2c355d9-8f0d-44d3-b8d3-29df824e374f,1,planned_sample,6,director,1522794733104.0,dollar,1,base,7659
152,0,unscripted,move box,True,chatMessage,0176-a2c355d9-8f0d-44d3-b8d3-29df824e374f,2,planned_sample,6,director,1522794774642.0,boardEraser,1,base,2607
153,0,unscripted,move,True,chatMessage,0176-a2c355d9-8f0d-44d3-b8d3-29df824e374f,2,planned_sample,6,director,1522794788643.0,boardEraser,1,base,2016
154,0,unscripted,move feather,False,chatMessage,0176-a2c355d9-8f0d-44d3-b8d3-29df824e374f,3,planned_sample,6,director,1522794806546.0,feather,1,base,3072
155,0,unscripted,move,False,chatMessage,0176-a2c355d9-8f0d-44d3-b8d3-29df824e374f,3,planned_sample,6,director,1522794824051.0,feather,1,base,1877
