difficulty,game,max_lat,mean_lat,n_players,noise,pid,score,wait
2en01,2015-01-25-18-44-51-962_2_3-2en01_350363129284,279.5,31.665161514414727,2,3-2en01,4996-5f57f8d1-fc02-492a-abed-ed4a7ec41687,0.792,24
2en01,2015-01-25-18-44-59-750_4_0-2en01_506754359463,244.0,17.00555748523793,4,0-2en01,0704-0950e5f2-c2f0-471e-a3de-24d283f31041,0.6239999999999999,488
2en01,2015-01-25-18-44-59-750_4_0-2en01_506754359463,2293.0,87.69642236887809,4,0-2en01,2170-0ff5e8ca-bff8-4b41-923e-95997cd7a27e,0.6799999999999999,647
2en01,2015-01-25-18-44-59-750_4_0-2en01_506754359463,264.5,50.234027777777776,4,0-2en01,1299-fb80df46-e388-4ba1-bff4-756d09c3e9a4,0.6559999999999999,24
2en01,2015-01-25-18-44-59-750_4_0-2en01_506754359463,125.5,28.400312608544635,4,0-2en01,4710-7162e54c-f969-49ce-a8a0-ee49e9cf7dde,0.6880000000000001,380
2en01,2015-01-25-18-46-32-863_2_1-2en01_946811519563,337.5,46.99149305555556,1,1-2en01,7235-42d9157b-da9a-46bf-a6d5-187db207ae20,0.728,24
2en01,2015-01-25-18-46-55-823_8_3-2en01_895010825479,138.5,24.49670024313998,5,3-2en01,2200-c1bb27b2-ebc8-4643-a6ed-9ef3a6cc5435,0.6479999999999999,104
2en01,2015-01-25-18-46-55-823_8_3-2en01_895010825479,155.0,93.1701979854116,5,3-2en01,9455-54244e6f-7f8a-4a00-b596-c430d82fa142,0.696,1129
2en01,2015-01-25-18-46-55-823_8_3-2en01_895010825479,363.0,49.34543244182008,5,3-2en01,6841-42a3b948-ba63-4fe5-8492-cada7868465f,0.7120000000000001,879
2en01,2015-01-25-18-46-55-823_8_3-2en01_895010825479,563.0,87.36262591177493,5,3-2en01,6486-c0c31169-4698-4fbb-8305-ac28df787feb,0.688,1353
2en01,2015-01-25-18-46-55-823_8_3-2en01_895010825479,194.5,13.641194859326156,5,3-2en01,4658-dbb120fa-3cf7-4d24-82c1-3470b28e3427,0.6640000000000001,996
2en01,2015-01-25-18-52-20-636_2_3-2en01_991099545266,355.5,55.58246527777778,2,3-2en01,1518-3ee52353-3c92-47c2-8617-d7191c5639e1,0.528,24
2en01,2015-01-25-18-52-20-636_2_3-2en01_991099545266,56.5,36.53768669676971,2,3-2en01,0946-02f68c89-97d6-44e1-90bc-f9e9359f972a,0.6559999999999999,110
2en01,2015-01-25-18-53-5-684_2_1-2en01_175237568095,503.0,57.22478336221837,2,1-2en01,8426-7dd945bb-1813-47ca-a31f-298a37f2cd1b,0.76,24
2en01,2015-01-25-18-53-5-684_2_1-2en01_175237568095,204.5,23.193402777777777,2,1-2en01,6259-f61c38b5-5beb-4c78-9812-d4da37b110d5,0.616,113
2en01,2015-01-25-18-54-20-14_4_0-2en01_828972174320,188.5,31.230055193176117,3,0-2en01,8736-79b4fbd3-74a2-4d26-9b86-94583eef0f87,0.4390772316950852,44
2en01,2015-01-25-18-54-20-14_4_0-2en01_828972174320,331.0,34.92552083333333,3,0-2en01,9532-af43058e-7733-46bc-83f4-5f7af122bdff,0.8240000000000001,355
2en01,2015-01-25-18-54-20-14_4_0-2en01_828972174320,145.0,47.88767361111111,3,0-2en01,4113-4bd87eaf-fda6-4bdf-8bf6-467b1368d1c7,0.64,24
2en01,2015-01-25-19-11-21-534_2_3-2en01_619835513643,200.5,29.84982638888889,1,3-2en01,6028-f0253f35-fc10-422d-b666-9896d25fa737,0.6799999999999999,24
2en01,2015-01-25-19-12-43-820_2_0-2en01_946871289983,223.5,39.86366794025703,2,0-2en01,9310-856b40ca-1593-4210-ab89-c8dc501a6b02,0.6319999999999999,648
2en01,2015-01-25-19-12-43-820_2_0-2en01_946871289983,1437.5,52.28420138888889,2,0-2en01,6262-edda197c-089e-4363-a4e4-1ffc3c28e1f2,0.688,24
2en01,2015-01-25-19-16-17-779_4_2-2en01_942120737163,118.5,26.98090277777778,1,2-2en01,3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,0.696,2411
2en01,2015-01-25-19-25-51-870_2_2-2en01_109513487666,1495.0,42.90324267782427,1,2-2en01,7653-c8c814da-7969-4e45-bd59-3885e4a69bfe,0.704,2412
2en01,2015-01-25-19-52-58-674_4_3-2en01_637902953196,230.0,33.62973254602292,1,3-2en01,0389-9fc8edaf-c51f-4b98-9350-573daae4eeb4,0.8239999999999998,2412
2en01,2015-01-25-19-6-12-797_8_0-2en01_162510242313,883.5,39.17256944444444,2,0-2en01,7683-60aa2e79-f025-4fed-903f-0b4a4abccdf1,0.808,678
2en01,2015-01-25-19-6-12-797_8_0-2en01_162510242313,205.5,58.99565972222222,2,0-2en01,8542-90c8bdb9-97af-4ad9-b6f2-da83e06de447,0.616,518
2en01,2015-01-25-21-29-51-512_1_2-2en01_902578049106,268.5,29.346648141715875,1,2-2en01,8651-df779c8e-87fd-415d-97cf-0e295097fa88,0.5920000000000001,23
2en01,2015-01-25-21-30-56-843_2_3-2en01_993517954368,356.0,49.997569444444444,2,3-2en01,5356-a0580863-d85b-4760-8756-2cf7ce7eb37b,0.616,24
2en01,2015-01-25-21-30-56-843_2_3-2en01_993517954368,150.5,44.679340277777776,2,3-2en01,3587-6b2b048c-6ac3-4427-925a-e4089ccc3d78,0.5279999999999999,174
2en01,2015-01-25-21-31-29-477_4_3-2en01_483112360350,223.0,81.32424452935047,3,3-2en01,7793-d10372d1-f529-4777-b05e-17e44153f385,0.5920000000000001,1053
2en01,2015-01-25-21-31-29-477_4_3-2en01_483112360350,308.0,32.16012504341786,3,3-2en01,9103-9de2db9e-5740-49ac-a592-add1d2088254,0.6,402
2en01,2015-01-25-21-31-29-477_4_3-2en01_483112360350,576.5,57.788120875303925,3,3-2en01,7358-699732a0-f38a-4dfe-925d-bc49e2acfdf6,0.576,23
2en01,2015-01-25-21-35-0-302_2_1-2en01_813070790143,527.5,51.20354289683918,2,1-2en01,6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,0.744,99
2en01,2015-01-25-21-35-0-302_2_1-2en01_813070790143,94.0,47.110416666666666,2,1-2en01,6855-226a2208-9cca-457a-b129-ad2157be75ea,0.7759999999999999,24
2en01,2015-01-25-21-37-9-713_8_3-2en01_33100416185,84.5,18.4633553317124,3,3-2en01,5187-4dba1e65-23cd-442c-b541-0ee88de46a3f,0.5840000000000001,2389
2en01,2015-01-25-21-37-9-713_8_3-2en01_33100416185,1922.0,202.61558486636585,3,3-2en01,5035-0861f4fb-357e-471c-ac2d-7d53d4137fd0,0.368,604
2en01,2015-01-25-21-37-9-713_8_3-2en01_33100416185,253.5,34.98593261549149,3,3-2en01,2508-51c6fd09-5fbe-4ec9-aa9e-57f212fc4ddf,0.6799999999999999,228
2en01,2015-01-25-21-42-33-184_4_0-2en01_265375681454,311.5,49.05902777777778,3,0-2en01,9121-e82fd610-fdb5-4208-9207-543c90839027,0.7039999999999998,264
2en01,2015-01-25-21-42-33-184_4_0-2en01_265375681454,282.0,38.62274305555555,3,0-2en01,4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,0.768,777
2en01,2015-01-25-21-42-33-184_4_0-2en01_265375681454,235.5,33.236111111111114,3,0-2en01,4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,0.648,1928
2en01,2015-01-25-21-47-11-248_1_0-2en01_745943353511,279.5,35.85046891281695,1,0-2en01,1249-05873806-fcf6-481b-a533-c8aea778a73f,0.568,23
2en01,2015-01-25-21-48-30-775_2_0-2en01_226417259080,559.0,55.27405349079542,2,0-2en01,9157-e2427518-5622-4e0f-b922-6064fd6949f1,0.45599999999999996,103
2en01,2015-01-25-21-48-30-775_2_0-2en01_226417259080,253.5,41.289162903786035,2,0-2en01,4783-3490a07b-5fb1-4f9c-8e0a-cc00b0b52486,0.272,23
2en01,2015-01-25-21-49-55-772_8_2-2en01_295109785161,513.0,27.16359847169156,2,2-2en01,9493-b8dc7afe-4b6f-4675-88d8-02f39f0f2bf2,0.6639999999999999,2398
2en01,2015-01-25-21-49-55-772_8_2-2en01_295109785161,364.5,75.04760250173732,2,2-2en01,7734-17699e50-0030-4714-90bf-9b1c114b4f3e,0.6080000000000001,997
2en01,2015-01-25-22-3-2-576_4_2-2en01_557319858111,186.5,15.075373393539424,3,2-2en01,0562-8f3b6ed9-d38d-42ae-a183-6a2e56e07643,0.696,2127
2en01,2015-01-25-22-3-2-576_4_2-2en01_557319858111,353.5,9.74869746439736,3,2-2en01,8220-ea56c7ea-d035-4fb6-95a4-6863d763e27c,0.6799999999999999,2403
2en01,2015-01-25-22-3-2-576_4_2-2en01_557319858111,286.5,37.597429663077456,3,2-2en01,9039-0d687f8f-c701-42bc-a8cc-bad25570e5f0,0.376,1993
2en01,2015-01-25-22-36-9-934_1_0-2en01_7144034840,44.5,29.905522750955193,1,0-2en01,0707-e74252ce-b286-49ba-8095-b221e6f8008b,0.7120000000000001,23
2en01,2015-01-25-22-37-32-517_2_1-2en01_45297243865,302.0,37.27185981956974,2,1-2en01,2045-4603dae6-4141-4e83-8bc6-c02188d81c7b,0.5920000000000001,24
2en01,2015-01-25-22-37-32-517_2_1-2en01_45297243865,665.5,69.23038194444445,2,1-2en01,1545-89a02016-63d7-4e7f-8fb5-edf03b78d0e1,0.6080000000000001,740
2en01,2015-01-25-23-15-17-935_8_2-2en01_185532249044,362.5,70.1609375,1,2-2en01,3743-6082a2a8-00e9-49c0-aacc-4855afb81b15,0.72,2413
2en01,2015-01-26-1-20-35-461_4_3-2en01_290445354068,88.0,14.009725599166376,1,3-2en01,0713-21b477b6-eb04-4358-af3a-8798e9612d6a,0.544,1039
2en01,2015-01-26-1-25-47-980_2_0-2en01_16890314174,78.5,37.65508857242098,1,0-2en01,1075-3bea3727-3e24-48eb-abf5-742c7395c667,0.616,23
2en01,2015-01-26-1-26-24-306_2_2-2en01_522467543603,63.0,23.789583333333333,2,2-2en01,8125-a4ac7d78-4855-4e02-86c4-3045a7be2a95,0.7120000000000001,307
2en01,2015-01-26-1-26-24-306_2_2-2en01_522467543603,175.0,52.998958333333334,2,2-2en01,7293-59ad11c2-3df7-4363-ac9e-45d7e16dbd6a,0.6639999999999999,24
2en01,2015-01-26-1-27-17-739_2_0-2en01_623800659785,447.0,111.49305555555556,2,0-2en01,9795-34e55cb4-cc3f-4896-bf3a-1ff7909f6299,0.6639999999999999,24
2en01,2015-01-26-1-27-17-739_2_0-2en01_623800659785,38.5,25.80166724557138,2,0-2en01,6923-ec969b5a-890c-4f71-a768-186f82f277ee,0.736,96
2en01,2015-01-26-1-27-42-547_2_1-2en01_284866975387,2705.0,70.04253472222223,2,1-2en01,6390-623e3765-6eff-465e-be80-cc24713ecf05,0.704,141
2en01,2015-01-26-1-27-42-547_2_1-2en01_284866975387,45.5,25.647447030218824,2,1-2en01,7833-87de53f8-ec73-4b1e-b0fd-9ff90c4aea7b,0.8160000000000001,24
2en01,2015-01-26-1-31-53-786_8_0-2en01_479699917836,98.0,50.42462660646058,1,0-2en01,5035-bcbed37d-ac8d-4392-8752-751036a4e898,0.696,2410
2en01,2015-01-26-1-38-32-364_2_3-2en01_226956507889,73.0,25.558353594998263,2,3-2en01,7751-3d53c07e-57e9-49fb-b7b2-5864ce9c3fee,0.64,24
2en01,2015-01-26-1-38-32-364_2_3-2en01_226956507889,38.0,20.36453629732546,2,3-2en01,8785-a51530d5-58e6-4984-8750-fdea8299250c,0.6319999999999999,100
2en01,2015-01-26-1-38-53-769_1_0-2en01_332737384829,165.5,95.4419937478291,1,0-2en01,1100-80d56e83-b65b-4dd6-b6a5-52e1f2a9db6b,0.52,23
2en01,2015-01-26-1-38-8-258_1_1-2en01_671314764535,788.5,51.07589440778048,1,1-2en01,2754-c833a475-ee25-445e-8b2c-125e996f3b66,0.5599999999999999,23
2en01,2015-01-26-1-39-40-379_8_0-2en01_460978702176,106.5,25.230555555555554,3,0-2en01,6184-da0a6d47-63e8-4401-9be0-24974aeb271d,0.648,1680
2en01,2015-01-26-1-39-40-379_8_0-2en01_460978702176,165.0,20.28767361111111,3,0-2en01,9829-b13fba64-8112-4e24-8f70-facdade70203,0.792,2079
2en01,2015-01-26-1-39-40-379_8_0-2en01_460978702176,206.5,58.61649305555556,3,0-2en01,6375-d1618507-cf0f-47dd-ae4d-8d72aabc2f1e,0.704,2395
2en01,2015-01-26-1-45-55-839_4_0-2en01_79617897048,444.0,65.51441472733588,2,0-2en01,4220-eb3408ec-5632-471f-829c-25f532bffc60,0.6239999999999999,1933
2en01,2015-01-26-1-45-55-839_4_0-2en01_79617897048,264.5,38.76493055555556,2,0-2en01,9046-c91c4593-12c0-4963-a20e-6f82ad89c9ac,0.704,53
2en01,2015-01-26-1-55-56-300_4_1-2en01_686825313605,196.0,53.308506944444446,2,1-2en01,2212-a36a679e-b554-41c7-aab8-d437b98531b6,0.632,1754
2en01,2015-01-26-1-55-56-300_4_1-2en01_686825313605,54.0,25.409895833333334,2,1-2en01,7922-8a784572-2e05-4f1a-b9e0-065b502a2848,0.696,2102
2en01,2015-01-26-2-3-11-540_4_1-2en01_124613812891,135.5,38.766666666666666,1,1-2en01,2341-3424b088-078a-4585-abc3-41710b7b9ad6,0.6080000000000001,2411
2en01,2015-01-26-2-34-37-59_2_2-2en01_684079647297,28.0,19.965265717262938,1,2-2en01,8890-a8100858-f13c-4114-bd5c-3dbb73a56623,0.4,1613
2en01,2015-01-26-12-28-36-889_8_0-2en01_546892127487,170.5,41.4810698159083,5,0-2en01,9553-33405ab4-57cf-4192-8761-8b33a8b6edb4,0.72,355
2en01,2015-01-26-12-28-36-889_8_0-2en01_546892127487,1104.5,48.64895833333333,5,0-2en01,0780-b9adc10d-0c44-4f4b-91e1-cabeb06a6504,0.5680000000000001,2290
2en01,2015-01-26-12-28-36-889_8_0-2en01_546892127487,577.5,75.14275790204933,5,0-2en01,4677-f850e948-ca64-435a-9162-5da3e0a3ca27,0.8,1890
2en01,2015-01-26-12-28-36-889_8_0-2en01_546892127487,217.5,33.07048611111111,5,0-2en01,0582-75f07b5e-4b9e-42f4-bc03-498378333bba,0.64,1077
2en01,2015-01-26-12-28-36-889_8_0-2en01_546892127487,321.5,47.97986111111111,5,0-2en01,1770-5f3f7734-5e7e-42eb-b037-158f88023683,0.6479999999999999,1337
2en01,2015-01-26-12-34-38-16_8_3-2en01_510476996190,155.0,37.53854166666667,2,3-2en01,4553-12140a34-317f-461a-8272-3a7b6e8bfe19,0.6319999999999999,211
2en01,2015-01-26-12-34-38-16_8_3-2en01_510476996190,167.5,58.02899305555555,2,3-2en01,0245-f7b9b2f0-2014-4c00-9685-fb0e57d35a89,0.64,2032
2en01,2015-01-26-12-39-51-585_1_2-2en01_841411664383,250.5,44.25981243487322,1,2-2en01,4027-394bfec5-e368-4f88-b027-145fae4d0f62,0.704,23
2en01,2015-01-26-12-45-12-582_8_1-2en01_616531819105,170.0,52.65416666666667,2,1-2en01,7582-3b6474c3-fa2e-453a-a098-74eed4ad6ef0,0.648,794
2en01,2015-01-26-12-45-12-582_8_1-2en01_616531819105,32.0,23.14362625911775,2,1-2en01,3301-a27ee2c7-c306-42f0-a848-22352bf9a1b2,0.728,79
2en01,2015-01-26-12-51-24-668_4_3-2en01_265672228997,157.5,5.165856200069468,3,3-2en01,7999-8dde1233-2cdd-42b6-a609-b7c9aacf4504,0.7999999999999999,1504
2en01,2015-01-26-12-51-24-668_4_3-2en01_265672228997,356.0,20.903438693990967,3,3-2en01,3981-6573b791-38df-4e07-b38d-060eca9d2657,0.72,83
2en01,2015-01-26-12-51-24-668_4_3-2en01_265672228997,176.0,25.329281000347343,3,3-2en01,3726-f6766b39-5dec-4469-a304-7c3d01777d13,0.6319999999999999,646
2en01,2015-01-26-12-55-59-502_1_0-2en01_453133110422,320.0,56.27777777777778,1,0-2en01,5800-a6d51b62-8803-4ecc-89c2-d0dcdc6a17b5,0.6799999999999999,23
2en01,2015-01-26-12-57-5-76_4_0-2en01_102395136142,89.5,16.93576388888889,2,0-2en01,2002-5002b13a-8c9c-4514-9a1b-a72c61c3ec70,0.6639999999999999,2400
2en01,2015-01-26-12-57-5-76_4_0-2en01_102395136142,123.0,35.9640625,2,0-2en01,7886-e34533cc-b18c-44eb-b81a-a459e459f0af,0.5279999999999999,159
2en01,2015-01-26-13-31-17-14_8_0-2en01_373330916743,148.0,44.93556790552275,1,0-2en01,5839-d480e111-d42d-43df-aef4-3e865ae604ec,0.704,2412
2en01,2015-01-26-13-57-23-216_1_0-2en01_340366469230,118.5,92.09638763459535,1,0-2en01,3080-9d1513e2-ac06-4f2d-9a0d-762ab455ee74,0.736,23
2en01,2015-01-26-13-6-41-308_4_0-2en01_563489633612,221.0,46.62829861111111,1,0-2en01,3085-c2cef146-86e6-42b1-a019-6447b9f55ca2,0.52,2408
2en01,2015-01-26-18-27-37-42_8_2-2en01_390403241617,267.0,37.18096561306009,5,2-2en01,2876-f97ea980-f940-464b-88b5-badd4640ce57,0.568,685
2en01,2015-01-26-18-27-37-42_8_2-2en01_390403241617,83.0,45.907291666666666,5,2-2en01,0122-6f1e7612-180d-4d69-8790-44f256e777ac,0.672,830
2en01,2015-01-26-18-27-37-42_8_2-2en01_390403241617,319.0,38.12048611111111,5,2-2en01,0465-2d310b49-34a4-44d5-b531-20d3fe363a0d,0.696,879
2en01,2015-01-26-18-27-37-42_8_2-2en01_390403241617,250.0,41.89527613754776,5,2-2en01,8498-3f2c76b7-d438-4f1c-b9d7-43dec09e62d2,0.72,23
2en01,2015-01-26-18-27-37-42_8_2-2en01_390403241617,668.5,54.5628254078445,5,2-2en01,4535-cae10e80-9777-4622-a5d2-6ea5f1bc02fa,0.45599999999999996,621
2en01,2015-01-26-18-29-31-323_4_1-2en01_330250806175,508.0,30.728392919125305,4,1-2en01,2356-f05dfac2-15f6-476c-b6f9-27739f6aba33,0.512,42
2en01,2015-01-26-18-29-31-323_4_1-2en01_330250806175,130.0,9.082493921500522,4,1-2en01,7612-b6428582-7dff-4dfc-8bcd-f4036695df75,0.584,24
2en01,2015-01-26-18-29-31-323_4_1-2en01_330250806175,1202.5,74.02049322681486,4,1-2en01,0585-2aa68765-bbf4-459c-8126-f5f407b1791c,0.6639999999999999,199
2en01,2015-01-26-18-29-31-323_4_1-2en01_330250806175,164.5,10.995831886071553,4,1-2en01,8730-e23ab1aa-22f5-451a-aa82-ea8eae30977b,0.768,300
2en01,2015-01-26-18-30-14-457_4_1-2en01_563063794746,403.5,70.58579367836055,3,1-2en01,4873-16757d71-6add-4e42-9f4b-edab9fbc130f,0.6639999999999999,671
2en01,2015-01-26-18-30-14-457_4_1-2en01_563063794746,60.5,11.624522403612366,3,1-2en01,4609-6c3acce1-ce42-4c16-9f96-6357bd331e7a,0.6719999999999999,95
2en01,2015-01-26-18-30-14-457_4_1-2en01_563063794746,172.5,56.42775269190691,3,1-2en01,7303-e6b5b4e5-b661-4314-8d6e-ca88652d3404,0.792,23
2en01,2015-01-26-18-32-24-628_4_1-2en01_62834353884,264.5,66.85076441973592,3,1-2en01,4791-f9e8da9b-aa8b-4091-bffd-6eb9ffde21ae,0.496,345
2en01,2015-01-26-18-32-24-628_4_1-2en01_62834353884,102.5,26.303056616880863,3,1-2en01,4640-2b79e5c5-b166-4e80-8e4f-4726b0968225,0.6559999999999999,35
2en01,2015-01-26-18-32-24-628_4_1-2en01_62834353884,391.5,24.993053143452588,3,1-2en01,1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,0.8,2381
2en01,2015-01-26-18-40-7-36_4_2-2en01_528503514360,5750.0,175.69587092297016,1,2-2en01,3250-846c3cb8-23c4-453f-adfc-e6968a1ba0aa,0.6559999999999999,2291
2en01,2015-01-26-18-50-48-369_4_2-2en01_408396919025,625.0,64.63173444560306,1,2-2en01,0352-ac93ea3d-6c9d-49fc-932f-63d070075bfa,0.632,797
2en01,2015-01-26-19-1-3-50_8_0-2en01_839818577980,48.0,28.36488364015283,1,0-2en01,0956-21b031da-ef4e-4993-a88a-107c61890b3d,0.52,2413
2en01,2015-01-26-19-13-22-165_8_0-2en01_476911404868,145.0,20.651441472733588,1,0-2en01,9624-b7429a2e-4d6a-4033-9b6f-5f6c49997f37,0.6160000000000001,2414
2en01,2015-01-26-21-11-12-955_8_3-2en01_868278773501,4995.0,109.47125043297541,2,3-2en01,9735-94a261e3-8362-4a88-8f5c-80296540d626,0.64,346
2en01,2015-01-26-21-11-12-955_8_3-2en01_868278773501,250.5,20.080409864536296,2,3-2en01,3448-f307316b-bce5-4c08-b376-39a5153cd19d,0.5439999999999999,1819
2en01,2015-01-26-21-16-13-861_8_2-2en01_641672967234,182.5,53.19746439736019,3,2-2en01,0351-0d688eca-8959-4619-83a2-50e93e9507ea,0.696,125
2en01,2015-01-26-21-16-13-861_8_2-2en01_641672967234,174.5,22.436436262591176,3,2-2en01,0280-1cdf95a5-4618-4148-8d89-404683a5e2cc,0.792,2405
2en01,2015-01-26-21-16-13-861_8_2-2en01_641672967234,175.5,36.588225078152135,3,2-2en01,2604-6a588e33-59ce-486d-88c3-464bb5ed4a0c,0.744,1775
2en01,2015-01-26-21-7-25-353_8_3-2en01_787344504147,447.5,36.56877387981938,3,3-2en01,6333-81791db9-a8d4-4676-9139-9984bd77aba9,0.5599999999999999,625
2en01,2015-01-26-21-7-25-353_8_3-2en01_787344504147,489.5,43.287078846821814,3,3-2en01,1741-fc3eb756-8613-4c2b-8596-10c5ae063806,0.6080000000000001,23
2en01,2015-01-26-21-7-25-353_8_3-2en01_787344504147,295.5,63.664119485932616,3,3-2en01,5755-bc1493f5-c0ed-47bd-b97c-b0232828cf70,0.48,84
2en01,2015-01-26-22-42-58-788_5_0-2en01_297649328364,107.5,21.51250434178534,5,0-2en01,0844-4218c129-7dc9-49be-9095-10158769e7b1,0.696,162
2en01,2015-01-26-22-42-58-788_5_0-2en01_297649328364,218.5,32.8593261549149,5,0-2en01,9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,0.696,24
2en01,2015-01-26-22-42-58-788_5_0-2en01_297649328364,4236.0,119.93802083333334,5,0-2en01,2043-a757eec4-d3d8-43d1-a04e-8460399b9937,0.42400000000000004,474
2en01,2015-01-26-22-42-58-788_5_0-2en01_297649328364,77.0,9.24209795067732,5,0-2en01,9125-67416a2d-caab-47f7-a1ef-921d367b1917,0.6,639
2en01,2015-01-26-22-42-58-788_5_0-2en01_297649328364,605.0,65.44947916666666,5,0-2en01,1080-75f77e44-86cf-4e96-9416-587aa6de2532,0.688,322
2en01,2015-01-26-22-44-39-515_5_3-2en01_106012343429,64.0,17.968923611111112,4,3-2en01,4223-6fa09aca-e26f-439e-b0af-86db4075919f,0.5519999999999999,2183
2en01,2015-01-26-22-44-39-515_5_3-2en01_106012343429,151.5,82.44010416666667,4,3-2en01,6620-42721a9b-f61b-4298-bc64-9671cdf66908,0.40800000000000003,2065
2en01,2015-01-26-22-44-39-515_5_3-2en01_106012343429,3103.0,53.821527777777774,4,3-2en01,5989-093e598c-f7d2-4d94-9820-49f08ce4fd31,0.6,1057
2en01,2015-01-26-22-44-39-515_5_3-2en01_106012343429,207.0,24.061805555555555,4,3-2en01,7719-0247d11a-50dc-49e4-bcd4-13b39ab30db4,0.584,1971
2en01,2015-01-26-22-50-7-673_5_1-2en01_859466790221,291.5,66.29194164640501,2,1-2en01,2794-b6f67d9c-a546-4325-813d-a63896604228,0.76,2389
