gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents,target?,distract?,alt?
6811-a,1.45332E+12,base,0,8,3,0,director,Move the piano one space to the left,1,1,0
6794-e,1.45332E+12,exp,1,1,1,0,director,move the sunglasses right,1,0,0
6794-e,1.45332E+12,exp,0,1,0,0,director,move the red plane right,1,0,0
6794-e,1.45332E+12,exp,0,1,2,0,director,move the barrel down,1,0,0
6794-e,1.45332E+12,exp,0,1,3,0,director,move the silver sax up,1,0,0
6794-e,1.45332E+12,base,1,2,2,0,director,move the block to the left,1,1,0
6794-e,1.45332E+12,base,1,2,2,1,director,move the blue block to the left,1,1,0
6794-e,1.45332E+12,base,0,2,0,0,director,move the binoculars to the right,1,1,0
6794-e,1.45332E+12,base,0,2,1,0,director,move the wrench to the left,1,1,0
6794-e,1.45332E+12,base,0,2,3,0,director,move the white coffee mug right,1,1,0
6794-e,1.45332E+12,exp,1,3,3,0,director,move the cassette tape down,1,0,0
6794-e,1.45332E+12,exp,0,3,0,0,director,move the scissors to the right,1,0,0
6794-e,1.45332E+12,exp,0,3,1,0,director,move the knife down,1,0,0
6794-e,1.45332E+12,exp,0,3,2,0,director,move the soap to the left,1,0,0
6794-e,1.45332E+12,base,1,4,1,0,director,move the measuring cup down,1,1,0
6794-e,1.45332E+12,base,0,4,0,0,director,move the carrot up,1,1,0
6794-e,1.45332E+12,base,0,4,2,0,director,move the clear water bottle right,1,1,0
6794-e,1.45332E+12,base,0,4,3,0,director,move the brown chair left,1,1,0
6794-e,1.45332E+12,base,1,5,1,0,director,move the hairbrush left,1,1,0
6794-e,1.45332E+12,base,0,5,0,0,director,move the basketball down,1,1,0
6794-e,1.45332E+12,base,0,5,2,0,director,headphones left,1,1,0
6794-e,1.45332E+12,base,0,5,3,0,director,red book right,1,1,0
6794-e,1.45332E+12,exp,1,6,2,0,director,eraser expo up,1,0,0
6794-e,1.45332E+12,exp,0,6,0,0,director,banana up,1,0,0
6794-e,1.45332E+12,exp,0,6,1,0,director,dollar bill right,1,0,0
6794-e,1.45332E+12,exp,0,6,3,0,director,grey feather left,1,0,0
6794-e,1.45332E+12,base,1,7,3,0,director,move the red candle down,1,0,0
6794-e,1.45332E+12,base,0,7,0,0,director,move the magnet down,1,0,0
6794-e,1.45332E+12,base,0,7,1,0,director,move the handcuffs down,1,0,0
6794-e,1.45332E+12,base,0,7,2,0,director,move the panda bear down,1,0,0
6794-e,1.45332E+12,exp,1,8,1,0,director,move the computer mouse up,1,0,0
6794-e,1.45332E+12,exp,0,8,0,0,director,move the brown comb up,1,0,0
6794-e,1.45332E+12,exp,0,8,2,0,director,move the frying pan up,1,0,0
6794-e,1.45332E+12,exp,0,8,3,0,director,move the piano left,1,0,0
6008-1,1.45332E+12,exp,1,1,1,0,director,glasses right,1,1,0
6008-1,1.45332E+12,exp,0,1,0,0,director,plane right,1,1,0
6008-1,1.45332E+12,exp,0,1,2,0,director,barrel down,1,1,0
6008-1,1.45332E+12,exp,0,1,3,0,director,music u,1,1,0
6008-1,1.45332E+12,exp,0,1,3,0,director,p,1,1,0
6008-1,1.45332E+12,base,1,2,2,0,director,block left,1,1,0
6008-1,1.45332E+12,base,0,2,0,0,director,binis right,1,1,0
6008-1,1.45332E+12,base,0,2,0,0,director,binos,1,1,0
6008-1,1.45332E+12,base,0,2,1,0,director,wrench left,1,1,0
6008-1,1.45332E+12,base,0,2,3,0,director,cup right,1,1,0
6008-1,1.45332E+12,base,1,3,3,0,director,tape down,1,1,0
6008-1,1.45332E+12,base,0,3,0,0,director,scissors right,1,1,0
6008-1,1.45332E+12,base,0,3,1,0,director,knidfe down,1,1,0
6008-1,1.45332E+12,base,0,3,2,0,director,soap right,1,1,0
6008-1,1.45332E+12,base,0,3,2,0,director,left,1,1,0
6008-1,1.45332E+12,exp,1,4,1,0,director,measuring thing down,1,1,0
6008-1,1.45332E+12,exp,0,4,0,0,director,carrot up,1,1,0
6008-1,1.45332E+12,exp,0,4,2,0,director,bottle right,1,1,0
6008-1,1.45332E+12,exp,0,4,3,0,director,chair left,1,1,0
6008-1,1.45332E+12,exp,1,5,1,0,director,brush left,1,1,0
6008-1,1.45332E+12,exp,0,5,0,0,director,ball down,1,1,0
6008-1,1.45332E+12,exp,0,5,2,0,director,headphones left,1,1,0
6008-1,1.45332E+12,exp,0,5,2,1,director,n,1,1,0
6008-1,1.45332E+12,exp,0,5,3,0,director,book right,1,1,0
6008-1,1.45332E+12,exp,1,6,2,1,director,again,1,1,0
6008-1,1.45332E+12,exp,1,6,2,2,director,again,1,1,0
6008-1,1.45332E+12,exp,1,6,2,3,director,eraser up,1,1,0
6008-1,1.45332E+12,exp,1,6,2,3,matcher,it says incorrect move,1,1,0
6008-1,1.45332E+12,exp,1,6,2,4,director,thats weird it keeps showing me eraser up everytime,1,1,0
6008-1,1.45332E+12,exp,1,6,2,0,director,eraser up,1,1,0
6008-1,1.45332E+12,exp,0,6,0,0,director,banana up,1,1,0
6008-1,1.45332E+12,exp,0,6,1,1,director,dollar riht,1,1,0
6008-1,1.45332E+12,exp,0,6,3,0,matcher,oh I got it,1,1,0
6008-1,1.45332E+12,exp,0,6,3,0,director,FEATHER LEFT,1,1,0
6008-1,1.45332E+12,base,1,7,3,0,director,candle down,1,1,0
6008-1,1.45332E+12,base,0,7,0,1,director,magnet down,1,1,0
6008-1,1.45332E+12,base,0,7,1,0,director,cuff down,1,1,0
6008-1,1.45332E+12,base,0,7,2,0,director,bear down,1,1,0
6008-1,1.45332E+12,base,1,8,1,1,director,mouse up,1,1,0
6008-1,1.45332E+12,base,1,8,1,0,director,mouse up,1,1,0
6008-1,1.45332E+12,base,0,8,0,0,director,comb up,1,1,0
6008-1,1.45332E+12,base,0,8,2,0,director,pan up,1,1,0
6008-1,1.45332E+12,base,0,8,3,0,director,piana left,1,1,0
5712-f,1.45332E+12,exp,1,1,1,0,director,move the sunglasses one block to the right,1,0,0
5712-f,1.45332E+12,exp,0,1,0,0,director,move the airplane one block to the right,1,0,0
5712-f,1.45332E+12,exp,0,1,2,0,director,move the barrel down one block to the block directly beneath it,1,0,0
5712-f,1.45332E+12,exp,0,1,3,0,director,move the saxophone one block up to the block directly above it,1,0,0
5712-f,1.45332E+12,exp,1,2,2,0,director,move the block with the blue writing one block to the left,1,?,0
5712-f,1.45332E+12,exp,0,2,0,0,director,move the binoculars one block to theright,1,?,0
5712-f,1.45332E+12,exp,0,2,1,0,director,move the wrench one block to the left,1,?,0
5712-f,1.45332E+12,exp,0,2,3,0,director,move the coffee cup one block to the right,1,?,0
5712-f,1.45332E+12,base,1,3,3,0,director,move the cassette tape one block down to the block directly beneath it,1,0,0
5712-f,1.45332E+12,base,0,3,0,0,director,move the scissors one block to the right,1,0,0
5712-f,1.45332E+12,base,0,3,1,0,director,"move the knife one block down, to the block directly beneath it",1,0,0
5712-f,1.45332E+12,base,0,3,2,0,director,move the soap one block to the left,1,0,0
5712-f,1.45332E+12,exp,1,4,1,0,director,move the measuring cup one block down to the block directly beneath it,1,1,0
5712-f,1.45332E+12,exp,0,4,0,0,director,move the carrot one block up to the block directly above it,1,1,0
5712-f,1.45332E+12,exp,0,4,2,0,director,move the bottle one block to the right,1,1,0
5712-f,1.45332E+12,exp,0,4,3,0,director,move the chair one block to the left,1,1,0
5712-f,1.45332E+12,base,1,5,1,0,director,move the brush one block to the left,1,1,0
5712-f,1.45332E+12,base,0,5,0,0,director,move the basketball one block down to the block directly beneath it,1,1,0
5712-f,1.45332E+12,base,0,5,2,0,director,move the headphones one block to the left,1,1,0
5712-f,1.45332E+12,base,0,5,3,0,director,move the book one block to the right,1,1,0
5712-f,1.45332E+12,base,1,6,2,0,director,move the eraser one block up to the block directly above it,1,1,0,target,,,,,,,
5712-f,1.45332E+12,base,0,6,0,0,director,move the banana one block up to the block directly above it,1,1,0
5712-f,1.45332E+12,base,0,6,1,0,director,move teh dollar one block to the right,1,1,0
5712-f,1.45332E+12,base,0,6,3,0,director,move the feather one block to the left,1,1,0
5712-f,1.45332E+12,base,1,7,3,0,director,move the candle one block down to the block directly beneath it,1,1,0
5712-f,1.45332E+12,base,0,7,0,0,director,move the magnet one block down to the block directly beneath it,1,1,0
5712-f,1.45332E+12,base,0,7,1,0,director,move the handcuffs one block down to the block directly beneath it,1,1,0
5712-f,1.45332E+12,base,0,7,2,0,director,move the teddybear one block down to the block directly beneath it,1,1,0
5712-f,1.45332E+12,exp,1,8,1,0,director,move the computer mouse one block up to the block directly above it,1,0,0
5712-f,1.45332E+12,exp,0,8,0,0,director,move the comb one block up to the block directly above it,1,0,0
5712-f,1.45332E+12,exp,0,8,2,0,director,move the skillet up one block to the block directly above it,1,0,0
5712-f,1.45332E+12,exp,0,8,3,0,director,move the piano one block to the left,1,0,0
5535-6,1.45333E+12,base,1,1,1,0,director,Move sunglasses to the right one space,1,0,0
5535-6,1.45333E+12,base,0,1,0,0,director,Move airplane to the right one space,1,0,0
5535-6,1.45333E+12,base,0,1,2,0,director,Move barrel down one space,1,0,0
5535-6,1.45333E+12,base,0,1,3,0,director,Move sax up one space,1,0,0
5535-6,1.45333E+12,base,1,2,2,0,director,Move block left one space,1,1,0
5535-6,1.45333E+12,base,0,2,0,0,director,Move binoculars right one space,1,1,0
5535-6,1.45333E+12,base,0,2,1,0,director,Move wrench left one space,1,1,0
5535-6,1.45333E+12,base,0,2,3,0,director,Move mug right one space,1,1,0
5535-6,1.45333E+12,base,1,3,3,0,director,Move tape down one space,1,1,0
5535-6,1.45333E+12,base,0,3,0,0,director,Move scissors right one space,1,1,0
5535-6,1.45333E+12,base,0,3,1,0,director,Move knife down one space,1,1,0
5535-6,1.45333E+12,base,0,3,2,0,director,Move soap left one space,1,1,0
5535-6,1.45333E+12,exp,1,4,1,0,director,Move measuring cup down one space to corner,?,?,?
5535-6,1.45333E+12,exp,0,4,0,0,director,Move carrot up one space,?,?,?
5535-6,1.45333E+12,exp,0,4,2,0,director,Move water bottle right one space,?,?,?
5535-6,1.45333E+12,exp,0,4,3,0,director,Move chair left one space,?,?,?
5535-6,1.45333E+12,exp,1,5,1,0,director,Move brush left one space,1,1,0
5535-6,1.45333E+12,exp,0,5,0,0,director,Move basketball down one space,1,1,0
5535-6,1.45333E+12,exp,0,5,2,0,director,Move headphones left one space,1,1,0
5535-6,1.45333E+12,exp,0,5,3,0,director,Move book right one space,1,1,0
5535-6,1.45333E+12,exp,1,6,2,0,director,Move Expo up one space,1,0,0
5535-6,1.45333E+12,exp,0,6,0,0,director,Move banana up one space,1,0,0
5535-6,1.45333E+12,exp,0,6,1,0,director,Move dollar right one space,1,0,0
5535-6,1.45333E+12,exp,0,6,3,0,director,Move feather left one space,1,0,0
5535-6,1.45333E+12,base,1,7,3,0,director,Move candle down one space,1,1,0
5535-6,1.45333E+12,base,0,7,0,0,director,Move magnet down one space,1,1,0
5535-6,1.45333E+12,base,0,7,1,0,director,Move cuffs down one space,1,1,0
5535-6,1.45333E+12,base,0,7,2,0,director,Move panda down one space,1,1,0
5535-6,1.45333E+12,exp,1,8,1,0,director,Move mouse up one space,1,1,0
5535-6,1.45333E+12,exp,0,8,0,0,director,Move comb up one space,1,1,0
5535-6,1.45333E+12,exp,0,8,2,0,director,Move pan up one space,1,1,0
5535-6,1.45333E+12,exp,0,8,3,0,director,Move piano left one space,1,1,0
5266-a,1.45332E+12,exp,1,1,1,0,director,move sunglasses right,1,0,0
5266-a,1.45332E+12,exp,0,1,0,0,director,move plane right,1,0,0
5266-a,1.45332E+12,exp,0,1,2,0,director,move barrel down,1,0,0
5266-a,1.45332E+12,exp,0,1,3,0,director,move sax up,1,0,0
5266-a,1.45332E+12,base,1,2,2,0,director,move B left,1,0,0
5266-a,1.45332E+12,base,0,2,0,0,director,move binoculars right,1,0,0
5266-a,1.45332E+12,base,0,2,1,0,director,move wrench left,1,0,0
5266-a,1.45332E+12,base,0,2,3,0,director,move white coffee cup right,1,0,0
5266-a,1.45332E+12,exp,1,3,3,0,director,move clear audiocassette down 1 spot,1,0,0
5266-a,1.45332E+12,exp,0,3,0,0,director,move metal scissors with black handle right 1 spot,1,0,0
5266-a,1.45332E+12,exp,0,3,1,0,director,move metal knife with black handle down 1 spot,1,0,0
5266-a,1.45332E+12,exp,0,3,2,0,director,move blue soap left 1 spot,1,0,0
5266-a,1.45332E+12,base,1,4,1,0,director,move pyrex thing down,1,0,0
5266-a,1.45332E+12,base,0,4,0,0,director,move carrot up,1,0,0
5266-a,1.45332E+12,base,0,4,2,0,director,move bluish clear water bottle right,1,0,0
5266-a,1.45332E+12,base,0,4,3,0,director,move wooden chair left,1,0,0
5266-a,1.45332E+12,exp,1,5,1,1,director,move brush in third box on bottom row left,1,1,0
5266-a,1.45332E+12,exp,1,5,1,0,director,move brush left,1,1,0
5266-a,1.45332E+12,exp,0,5,0,0,director,move basketball down,1,1,0
5266-a,1.45332E+12,exp,0,5,0,1,director,move basketball down 1 spot,1,1,0
5266-a,1.45332E+12,exp,0,5,2,0,director,move headphones in fourth box in third row left,1,1,0
5266-a,1.45332E+12,exp,0,5,3,0,director,move book with red cover right,1,1,0
5266-a,1.45332E+12,exp,1,6,2,0,director,move eraser up,1,1,0
5266-a,1.45332E+12,exp,0,6,0,0,director,move banana up,1,1,0
5266-a,1.45332E+12,exp,0,6,1,0,director,move dollar bill right,1,1,0
5266-a,1.45332E+12,exp,0,6,3,0,director,move feather left,1,1,0
5266-a,1.45332E+12,base,1,7,3,0,director,move red candle down,1,0,0
5266-a,1.45332E+12,base,0,7,0,0,director,move magnet down,1,0,0
5266-a,1.45332E+12,base,0,7,1,0,director,move metal handcuffs down,1,0,0
5266-a,1.45332E+12,base,0,7,2,0,director,move panda bear down,1,0,0
5266-a,1.45332E+12,base,1,8,1,0,director,move mouse up,1,1,0
5266-a,1.45332E+12,base,0,8,0,0,director,move comb up,1,1,0
5266-a,1.45332E+12,base,0,8,2,0,director,move pan up,1,1,0
5266-a,1.45332E+12,base,0,8,3,0,director,move piano left,1,1,0
5186-6,1.45332E+12,base,1,1,1,0,director,glasses right,1,1,0
5186-6,1.45332E+12,base,0,1,0,0,director,plane right,1,1,0
5186-6,1.45332E+12,base,0,1,2,0,director,barrel down,1,1,0
5186-6,1.45332E+12,base,0,1,3,0,director,trumpet up,1,1,0
5186-6,1.45332E+12,base,1,2,2,0,director,B left,1,0,0
5186-6,1.45332E+12,base,0,2,0,0,director,binoculars right,1,0,0
5186-6,1.45332E+12,base,0,2,1,0,director,wrench left,1,0,0
5186-6,1.45332E+12,base,0,2,3,0,director,mug right,1,0,0
5186-6,1.45332E+12,base,1,3,3,0,director,casette down,1,0,0
5186-6,1.45332E+12,base,0,3,0,0,director,scissors right,1,0,0
5186-6,1.45332E+12,base,0,3,1,0,director,knife down,1,0,0
5186-6,1.45332E+12,base,0,3,2,0,director,soap left,1,0,0
5186-6,1.45332E+12,exp,1,4,1,0,director,Pyrex cup down,1,0,0
5186-6,1.45332E+12,exp,0,4,0,0,director,carrot up,1,0,0
5186-6,1.45332E+12,exp,0,4,2,0,director,water bottle right,1,0,0
5186-6,1.45332E+12,exp,0,4,3,0,director,chair left,1,0,0
5186-6,1.45332E+12,exp,1,5,1,0,director,brush left,1,1,0
5186-6,1.45332E+12,exp,0,5,0,0,director,basketball down,1,1,0
5186-6,1.45332E+12,exp,0,5,2,0,director,headphones left,1,1,0
5186-6,1.45332E+12,exp,0,5,3,0,director,book right,1,1,0
5186-6,1.45332E+12,base,1,6,2,0,director,eraser up,1,1,0
5186-6,1.45332E+12,base,0,6,0,0,director,banana up,1,1,0
5186-6,1.45332E+12,base,0,6,1,0,director,dollar right,1,1,0
5186-6,1.45332E+12,base,0,6,3,0,director,leaf left,1,1,0
5186-6,1.45332E+12,base,0,6,3,0,director,feather left,1,1,0
5186-6,1.45332E+12,exp,1,7,3,0,director,red candle down,1,0,0
5186-6,1.45332E+12,exp,0,7,0,0,director,magnet down,1,0,0
5186-6,1.45332E+12,exp,0,7,1,0,director,handcuffs down,1,0,0
5186-6,1.45332E+12,exp,0,7,2,0,director,bear down,1,0,0
5186-6,1.45332E+12,exp,1,8,1,0,matcher,computer or real?,1,0,0
5186-6,1.45332E+12,exp,1,8,1,0,director,mouse up,1,0,0
5186-6,1.45332E+12,exp,1,8,1,0,director,computer mouse up,1,0,0
5186-6,1.45332E+12,exp,0,8,0,0,director,comb up,1,0,0
5186-6,1.45332E+12,exp,0,8,2,0,director,pan up,1,0,0
5186-6,1.45332E+12,exp,0,8,3,0,director,piano left,1,0,0
4928-d,1.45333E+12,base,1,1,1,0,director,Move the sunglasses one space to the right,1,0,0
4928-d,1.45333E+12,base,0,1,0,0,director,Move the airplane one space to the right,1,0,0
4928-d,1.45333E+12,base,0,1,2,0,director,Move the barrel one space down ,1,0,0
4928-d,1.45333E+12,base,0,1,3,0,director,Move the saxophone one space up,1,0,0
4928-d,1.45333E+12,exp,1,2,2,0,director,"Move the block with the B"" one space left""",1,0,0
4928-d,1.45333E+12,exp,0,2,0,0,director,Move the binoculars one space to the righit,1,0,0
4928-d,1.45333E+12,exp,0,2,1,0,director,Move the wrench one space left,1,0,0
4928-d,1.45333E+12,exp,0,2,3,0,director,Move the coffee cup one space right,1,0,0
4928-d,1.45333E+12,exp,1,3,3,0,director,Move the cassette tape one space down,1,0,0
4928-d,1.45333E+12,exp,0,3,0,0,director,Move the scissors one space right,1,0,0
4928-d,1.45333E+12,exp,0,3,1,0,director,Move the knife one space down,1,0,0
4928-d,1.45333E+12,exp,0,3,2,0,director,Move the bar of soap one space left,1,0,0
4928-d,1.45333E+12,exp,1,4,1,0,director,Move the Pyrex measuring cup one space down,1,0,0
4928-d,1.45333E+12,exp,0,4,0,0,director,Move the carrot one space up,1,0,0
4928-d,1.45333E+12,exp,0,4,2,0,director,Move the blue water bottle one space to the right,1,0,0
4928-d,1.45333E+12,exp,0,4,3,0,director,Move the chair one space to the left,1,0,0
4928-d,1.45333E+12,base,1,5,1,0,director,Move the hairbrush one space to the left,1,1,0
4928-d,1.45333E+12,base,0,5,0,0,director,Move the basketball one space down,1,1,0
4928-d,1.45333E+12,base,0,5,2,0,director,Move the headphones one space to the left,1,1,0
4928-d,1.45333E+12,base,0,5,3,0,director,Move the red book one space to the right,1,1,0
4928-d,1.45333E+12,base,1,6,2,0,director,Move the eraser one space up,1,1,0
4928-d,1.45333E+12,base,0,6,0,0,director,Move the banana up one space,1,1,0
4928-d,1.45333E+12,base,0,6,1,0,director,Move the dollar bill one space to the right,1,1,0
4928-d,1.45333E+12,base,0,6,3,0,director,Move the feather one space to the left,1,1,0
4928-d,1.45333E+12,exp,1,7,3,0,director,Move the red candle/holder one space down,1,0,0
4928-d,1.45333E+12,exp,0,7,0,0,director,Move the red magnet one space down,1,0,0
4928-d,1.45333E+12,exp,0,7,1,0,director,Move the handcuffs one space down,1,0,0
4928-d,1.45333E+12,exp,0,7,2,0,director,Move the panda bear one space down,1,0,0
4928-d,1.45333E+12,base,1,8,1,0,director,Move the mouse one space up,1,1,0
4928-d,1.45333E+12,base,0,8,0,0,director,Move the comb one space up,1,1,0
4928-d,1.45333E+12,base,0,8,2,0,director,Move the cast iron skillet one space up,1,1,0
4928-d,1.45333E+12,base,0,8,3,0,director,Move the piano one space to the left,1,1,0
4878-0,1.45333E+12,base,1,1,1,0,director,"The glasses, move to the right one square",1,1,0
4878-0,1.45333E+12,base,0,1,0,0,director,"The plane, move it to the right one square",1,1,0
4878-0,1.45333E+12,base,0,1,2,0,director,"The barrel, move it down one",1,1,0
4878-0,1.45333E+12,base,0,1,3,0,director,"And the saxophone, move it up one",1,1,0
4878-0,1.45333E+12,base,0,1,3,0,director,Well done,1,1,0
4878-0,1.45333E+12,base,1,2,2,0,director,"Block, left one",1,1,0
4878-0,1.45333E+12,base,0,2,0,0,director,"Binoculars, right one",1,1,0
4878-0,1.45333E+12,base,0,2,1,0,director,"Wrench, left one",1,1,0
4878-0,1.45333E+12,base,0,2,3,0,director,"Coffee mug, right onw",1,1,0
4878-0,1.45333E+12,base,1,3,3,0,director,"Cassette Tape, down one",1,0,0
4878-0,1.45333E+12,base,0,3,0,0,director,"Scissors, right one",1,0,0
4878-0,1.45333E+12,base,0,3,1,0,director,"Knife, down one",1,0,0
4878-0,1.45333E+12,base,0,3,2,0,director,"Soap, left one",1,0,0
4878-0,1.45333E+12,exp,1,4,1,0,director,Take the pyrex measuring cup (with the handle) and move it down one,1,0,0
4878-0,1.45333E+12,exp,0,4,0,0,director,"Okay, so move the carrot up one square",1,0,0
4878-0,1.45333E+12,exp,0,4,2,0,director,"Water bottle, move to the right one square",1,0,0
4878-0,1.45333E+12,exp,0,4,3,0,director,"And the chair, move it left one square",1,0,0
4878-0,1.45333E+12,exp,1,5,1,0,director,"Hairbrush, left one",1,1,0
4878-0,1.45333E+12,exp,0,5,0,0,director,"Basketball, down one",1,1,0
4878-0,1.45333E+12,exp,0,5,2,0,director,"Headphones, left one",1,1,0
4878-0,1.45333E+12,exp,0,5,3,0,director,"Book, right onw",1,1,0
4878-0,1.45333E+12,exp,1,6,2,0,director,"Eraser, up one",1,1,0
4878-0,1.45333E+12,exp,0,6,0,0,director,"Banana, up one",1,1,0
4878-0,1.45333E+12,exp,0,6,1,0,director,"Dollar, to the right one",1,1,0
4878-0,1.45333E+12,exp,0,6,3,0,director,"Feather, to the left one square",1,1,0
4878-0,1.45333E+12,exp,1,7,3,0,director,"Candle, down one",1,1,0
4878-0,1.45333E+12,exp,0,7,0,0,director,"Magnet, down one",1,1,0
4878-0,1.45333E+12,exp,0,7,1,0,director,"Handcuffs, down one",1,1,0
4878-0,1.45333E+12,exp,0,7,2,0,director,"Panda bear, down one",1,1,0
4878-0,1.45333E+12,base,1,8,1,0,director,"And the mouse, up one as well",1,1,0
4878-0,1.45333E+12,base,0,8,0,0,director,"The comb, move it up one",1,1,0
4878-0,1.45333E+12,base,0,8,2,0,director,Good job,1,1,0
4878-0,1.45333E+12,base,0,8,2,0,director,"Frying pan, up one",1,1,0
4878-0,1.45333E+12,base,0,8,3,0,director,"Piano, left one",1,1,0
4726-f,1.45333E+12,exp,1,1,1,0,director,Shades on the right next block ,1,0,0
4726-f,1.45333E+12,exp,0,1,0,0,director,airplane to the next block on the RIGHT ,1,0,0
4726-f,1.45333E+12,exp,0,1,2,0,director,the drum thing right down below it ,1,0,0
4726-f,1.45333E+12,exp,0,1,3,0,director,the instrument upwards to it,1,0,0
4726-f,1.45333E+12,exp,1,2,2,1,director,B block to the left,1,?,0
4726-f,1.45333E+12,exp,0,2,0,0,director,Hi,1,?,0
4726-f,1.45333E+12,exp,0,2,0,0,matcher,Hey there,1,?,0
4726-f,1.45333E+12,exp,0,2,0,0,director,"Okay to begin, please move the last object on the next block that is on the right",1,?,0
4726-f,1.45333E+12,exp,0,2,0,0,matcher,Which direction?,1,?,0
4726-f,1.45333E+12,exp,0,2,0,0,director,Just simply to the next block ,1,?,0
4726-f,1.45333E+12,exp,0,2,1,1,director,Okay now,1,?,0
4726-f,1.45333E+12,exp,0,2,3,0,matcher,Good,1,?,0
4726-f,1.45333E+12,exp,0,2,3,0,director,The mug to the next block,1,?,0
4726-f,1.45333E+12,exp,0,2,3,0,director,right next to it,1,?,0
4726-f,1.45333E+12,base,1,3,3,0,director,Tape to the block that is down,1,1,0
4726-f,1.45333E+12,base,0,3,0,0,director,Scissors to the next block right next to it as well,1,1,0
4726-f,1.45333E+12,base,0,3,1,0,director,Knife to the block that is down,1,1,0
4726-f,1.45333E+12,base,0,3,2,0,director,Soap to the left block right next to it,1,1,0
4726-f,1.45333E+12,base,1,4,1,0,director,measuring cup with the holder right down to it ,1,1,0
4726-f,1.45333E+12,base,0,4,0,0,director,carrot upwards to it ,1,1,0
4726-f,1.45333E+12,base,0,4,2,0,director,bottle right next to it on the right ,1,1,0
4726-f,1.45333E+12,base,0,4,3,0,director,chair on the next block to the left,1,1,0
4726-f,1.45333E+12,exp,1,5,1,0,director,Brush to the block next to it on the LEFT,1,1,0
4726-f,1.45333E+12,exp,0,5,0,0,director,Ball to the block that is down,1,1,0
4726-f,1.45333E+12,exp,0,5,2,0,director,headphones to the block next to it left again,1,1,0
4726-f,1.45333E+12,exp,0,5,3,0,director,Book on the block next to it,1,1,0
4726-f,1.45333E+12,base,1,6,2,0,director,EXPO block upwards to the block ,1,0,0
4726-f,1.45333E+12,base,0,6,0,0,director,Banana upwards to the block ,1,0,0
4726-f,1.45333E+12,base,0,6,1,0,director,money next block on the RIGHT,1,0,0
4726-f,1.45333E+12,base,0,6,3,0,director,feather to the next block on THE LEFT,1,0,0
4726-f,1.45333E+12,base,1,7,3,0,director,Candle same thing,1,1,0
4726-f,1.45333E+12,base,0,7,0,0,director,horse ring or whatever that is lol,1,1,0
4726-f,1.45333E+12,base,0,7,0,0,director,towards the down block ,1,1,0
4726-f,1.45333E+12,base,0,7,1,0,director,cuff rings to the block down to it ,1,1,0
4726-f,1.45333E+12,base,0,7,2,0,director,Bear right down to the block ,1,1,0
4726-f,1.45333E+12,base,0,7,2,0,director,directly to the block down ,1,1,0
4726-f,1.45333E+12,exp,1,8,1,0,director,mouse upwards to the block ,1,1,0
4726-f,1.45333E+12,exp,0,8,0,0,director,comb right upwards to the block ,1,1,0
4726-f,1.45333E+12,exp,0,8,2,0,director,pan upwards to it,1,1,0
4726-f,1.45333E+12,exp,0,8,3,0,director,piano next block on the lef t,1,1,0
4726-4,1.45333E+12,base,1,1,1,0,director,Move the sunglasses to the right one into the black,1,0,0
4726-4,1.45333E+12,base,0,1,0,0,director,Move the airplane to the right one,1,0,0
4726-4,1.45333E+12,base,0,1,2,0,director,Move the barrel down one,1,0,0
4726-4,1.45333E+12,base,0,1,3,0,director,Move the saxophone up one ,1,0,0
4726-4,1.45333E+12,exp,1,2,2,0,director,Move the B block to the left one,1,0,0
4726-4,1.45333E+12,exp,0,2,0,0,director,Move the binoculars to the right one,1,0,0
4726-4,1.45333E+12,exp,0,2,1,0,director,Move the wrench to the left one,1,0,0
4726-4,1.45333E+12,exp,0,2,3,0,director,Move the coffee mug to the right one into the black,1,0,0
4726-4,1.45333E+12,base,1,3,3,0,director,Move the cassette tape down one into the black space,1,0,0
4726-4,1.45333E+12,base,0,3,0,0,director,Great job so far!  Move the scissors to the right one into the black space,1,0,0
4726-4,1.45333E+12,base,0,3,1,0,director,Move the knife down one,1,0,0
4726-4,1.45333E+12,base,0,3,2,0,director,Move the soap to the left one,1,0,0
4726-4,1.45333E+12,exp,1,4,1,0,director,Move the measuring cup down one spot into the black space,?,?,?
4726-4,1.45333E+12,exp,0,4,0,0,director,Move the carrot up one spot,?,?,?
4726-4,1.45333E+12,exp,0,4,2,0,director,Move the water bottle to the right one space into the black,?,?,?
4726-4,1.45333E+12,exp,0,4,3,0,director,Move the chair to the left one space into the black,?,?,?
4726-4,1.45333E+12,exp,1,5,1,0,director,Move the hair brush to the left one,1,1,0
4726-4,1.45333E+12,exp,0,5,0,0,director,Move the basketball down one into the black,1,1,0
4726-4,1.45333E+12,exp,0,5,2,0,director,Move the headphones to the left one,1,1,0
4726-4,1.45333E+12,exp,0,5,3,0,director,Move the book to the right one,1,1,0
4726-4,1.45333E+12,exp,1,6,2,0,director,Move the eraser up one,1,1,0
4726-4,1.45333E+12,exp,0,6,0,0,director,Move the banana up one,1,1,0
4726-4,1.45333E+12,exp,0,6,1,0,director,Move the dollar bill to the right ,1,1,0
4726-4,1.45333E+12,exp,0,6,3,0,director,Move the feather to the left one,1,1,0
4726-4,1.45333E+12,base,1,7,3,0,director,Move the candle down one,1,1,0
4726-4,1.45333E+12,base,0,7,0,0,director,Move the magnet (horseshoe) down one ,1,1,0
