,attemptNum,attemptedObject,attemptedX,attemptedY,condition,correct,critical,eventType,gameid,instructionNum,intendedX,intendedY,iterationName,objectSet,responseTime,serverTime,targetObject,trialNum,trialType
45,1,largeMeasuringCup,1,4,scripted,incorrect,True,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,0,4,4,planned_sample,4,6599,1522820223419.0,mediumMeasuringCup,3,exp
46,0,mediumMeasuringCup,4,4,scripted,correct,True,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,4,4,planned_sample,4,7395,1522820263190.0,mediumMeasuringCup,3,exp
47,0,waterBottle,2,2,scripted,correct,False,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,2,2,2,planned_sample,4,6668,1522820346014.0,waterBottle,3,exp
48,0,chair,3,2,scripted,correct,False,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,3,3,2,planned_sample,4,3601,1522820362855.0,chair,3,exp
49,0,airplane,3,1,scripted,correct,False,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,0,3,1,planned_sample,1,5436,1522820382753.0,airplane,4,base
50,0,sunGlasses,4,4,scripted,correct,True,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,4,4,planned_sample,1,6112,1522820400020.0,sunGlasses,4,base
51,0,barrel,4,3,scripted,correct,False,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,2,4,3,planned_sample,1,4459,1522820414809.0,barrel,4,base
52,0,saxophone,2,3,scripted,correct,False,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,3,2,3,planned_sample,1,5391,1522820443570.0,saxophone,4,base
53,0,basketball,3,2,scripted,correct,False,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,0,3,2,planned_sample,5,4247,1522820464419.0,basketball,5,base
54,0,roundBrush,2,4,scripted,correct,True,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,2,4,planned_sample,5,4756,1522820496027.0,roundBrush,5,base
55,0,headphones,3,3,scripted,correct,False,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,2,3,3,planned_sample,5,3024,1522820547269.0,headphones,5,base
56,0,book,3,1,scripted,correct,False,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,3,3,1,planned_sample,5,4766,1522820577356.0,book,5,base
57,0,binoculars,2,4,scripted,correct,False,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,0,2,4,planned_sample,2,4316,1522820592118.0,binoculars,6,exp
58,0,wrench,2,1,scripted,correct,False,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,2,1,planned_sample,2,41396,1522820648855.0,wrench,6,exp
59,1,bottomBlock,3,4,scripted,incorrect,True,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,3,3,planned_sample,2,6680,1522820681183.0,middleBlock,6,exp
60,0,middleBlock,3,3,scripted,correct,True,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,2,3,3,planned_sample,2,5052,1522820736152.0,middleBlock,6,exp
61,0,coffeeMug,2,2,scripted,correct,False,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,3,2,2,planned_sample,2,3037,1522820752742.0,coffeeMug,6,exp
62,0,banana,4,2,scripted,correct,False,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,0,4,2,planned_sample,6,5650,1522820779773.0,banana,7,exp
63,0,dollar,4,3,scripted,correct,False,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,4,3,planned_sample,6,2343,1522820794444.0,dollar,7,exp
64,1,pencilEraser,1,2,scripted,incorrect,True,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,2,3,planned_sample,6,4360,1522820811624.0,boardEraser,7,exp
65,0,boardEraser,2,3,scripted,correct,True,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,2,2,3,planned_sample,6,7800,1522820843926.0,boardEraser,7,exp
66,0,feather,2,4,scripted,correct,False,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,3,2,4,planned_sample,6,2813,1522820858476.0,feather,7,exp
67,0,magnet,2,4,scripted,correct,False,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,0,2,4,planned_sample,7,6672,1522820891381.0,magnet,8,base
68,0,handcuffs,4,3,scripted,correct,False,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,1,4,3,planned_sample,7,3712,1522820922877.0,handcuffs,8,base
69,0,pandaToy,3,2,scripted,correct,False,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,2,3,2,planned_sample,7,4721,1522820944041.0,pandaToy,8,base
70,0,mediumCandle,1,2,scripted,correct,True,drop,0054-0f179884-b136-4292-8dd7-fb6fb720c7f0,3,1,2,planned_sample,7,10177,1522820975564.0,mediumCandle,8,base
71,0,carrot,2,3,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,0,2,3,planned_sample,4,14533,1522820714690.0,carrot,1,base
72,0,mediumMeasuringCup,4,4,scripted,correct,True,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,4,4,planned_sample,4,2517,1522820735475.0,mediumMeasuringCup,1,base
73,0,waterBottle,2,2,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,2,2,planned_sample,4,3107,1522820775336.0,waterBottle,1,base
74,0,chair,3,2,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,3,3,2,planned_sample,4,4804,1522820801967.0,chair,1,base
75,0,binoculars,2,4,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,0,2,4,planned_sample,2,2462,1522820825560.0,binoculars,2,exp
76,1,wrench,4,1,scripted,incorrect,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,0,2,1,planned_sample,2,5730,1522820855431.0,wrench,2,exp
77,0,wrench,2,1,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,2,1,planned_sample,2,5653,1522820885420.0,wrench,2,exp
78,1,binoculars,1,4,scripted,incorrect,True,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,3,3,planned_sample,2,10433,1522820908223.0,middleBlock,2,exp
79,2,bottomBlock,3,4,scripted,incorrect,True,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,3,3,planned_sample,2,3080,1522820941335.0,middleBlock,2,exp
80,3,bottomBlock,3,4,scripted,incorrect,True,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,3,3,planned_sample,2,3671,1522820988079.0,middleBlock,2,exp
81,0,middleBlock,3,3,scripted,correct,True,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,3,3,planned_sample,2,11031,1522821062379.0,middleBlock,2,exp
82,0,coffeeMug,2,2,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,3,2,2,planned_sample,2,4768,1522821099150.0,coffeeMug,2,exp
83,0,basketball,3,2,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,0,3,2,planned_sample,5,6911,1522821129319.0,basketball,3,base
84,0,roundBrush,2,4,scripted,correct,True,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,2,4,planned_sample,5,7028,1522821161994.0,roundBrush,3,base
85,0,headphones,3,3,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,3,3,planned_sample,5,3282,1522821194602.0,headphones,3,base
86,0,book,3,1,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,3,3,1,planned_sample,5,5671,1522821209599.0,book,3,base
87,0,magnet,2,4,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,0,2,4,planned_sample,7,4883,1522821225205.0,magnet,4,base
88,0,handcuffs,4,3,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,4,3,planned_sample,7,5875,1522821256357.0,handcuffs,4,base
89,0,pandaToy,3,2,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,3,2,planned_sample,7,16425,1522821310079.0,pandaToy,4,base
90,0,mediumCandle,1,2,scripted,correct,True,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,3,1,2,planned_sample,7,10950,1522821332285.0,mediumCandle,4,base
91,0,comb,1,1,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,0,1,1,planned_sample,8,14532,1522821384397.0,comb,5,exp
92,0,computerMouse,4,2,scripted,correct,True,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,4,2,planned_sample,8,4978,1522821423158.0,computerMouse,5,exp
93,0,castIronPan,3,3,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,3,3,planned_sample,8,18416,1522821482975.0,castIronPan,5,exp
94,0,piano,1,4,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,3,1,4,planned_sample,8,3956,1522821510348.0,piano,5,exp
95,0,airplane,3,1,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,0,3,1,planned_sample,1,5279,1522821539120.0,airplane,6,exp
96,0,sunGlasses,4,4,scripted,correct,True,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,4,4,planned_sample,1,19219,1522821583227.0,sunGlasses,6,exp
97,0,barrel,4,3,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,4,3,planned_sample,1,8887,1522821600834.0,barrel,6,exp
98,0,saxophone,2,3,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,3,2,3,planned_sample,1,5101,1522821627609.0,saxophone,6,exp
99,0,scissors,2,2,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,0,2,2,planned_sample,3,12567,1522821672661.0,scissors,7,base
100,0,knife,3,4,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,3,4,planned_sample,3,3988,1522821704367.0,knife,7,base
101,0,barOfSoap,3,3,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,3,3,planned_sample,3,4680,1522821728729.0,barOfSoap,7,base
102,0,cassetteTape,3,2,scripted,correct,True,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,3,3,2,planned_sample,3,5868,1522821744427.0,cassetteTape,7,base
103,0,banana,4,2,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,0,4,2,planned_sample,6,4119,1522821758500.0,banana,8,exp
104,0,dollar,4,3,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,4,3,planned_sample,6,7424,1522821788779.0,dollar,8,exp
105,1,pencilEraser,1,2,scripted,incorrect,True,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,2,3,planned_sample,6,4803,1522821813814.0,boardEraser,8,exp
106,2,pencilEraser,1,2,scripted,incorrect,True,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,2,3,planned_sample,6,3637,1522821841026.0,boardEraser,8,exp
107,3,pencilEraser,1,2,scripted,incorrect,True,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,2,3,planned_sample,6,3327,1522821872172.0,boardEraser,8,exp
108,4,pencilEraser,2,3,scripted,incorrect,True,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,2,3,planned_sample,6,4887,1522821915722.0,boardEraser,8,exp
109,5,boardEraser,3,4,scripted,incorrect,True,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,2,3,planned_sample,6,9262,1522821974601.0,boardEraser,8,exp
110,6,pencilEraser,1,2,scripted,incorrect,True,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,1,2,3,planned_sample,6,8624,1522822033349.0,boardEraser,8,exp
111,0,boardEraser,2,3,scripted,correct,True,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,2,2,3,planned_sample,6,8827,1522822069385.0,boardEraser,8,exp
112,0,feather,2,4,scripted,correct,False,drop,0093-b4e1ce5c-2e5c-462a-bfed-87fa81611139,3,2,4,planned_sample,6,5079,1522822097521.0,feather,8,exp
113,0,banana,4,2,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,0,4,2,planned_sample,6,13383,1522802419598.0,banana,1,base
114,0,dollar,4,3,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,4,3,planned_sample,6,17422,1522802461149.0,dollar,1,base
115,0,boardEraser,2,3,scripted,correct,True,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,2,3,planned_sample,6,6337,1522802490189.0,boardEraser,1,base
116,0,feather,2,4,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,3,2,4,planned_sample,6,2994,1522802524513.0,feather,1,base
117,0,airplane,3,1,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,0,3,1,planned_sample,1,4651,1522802570714.0,airplane,2,exp
118,0,sunGlasses,4,4,scripted,correct,True,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,4,4,planned_sample,1,5370,1522802590049.0,sunGlasses,2,exp
119,0,barrel,4,3,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,4,3,planned_sample,1,4186,1522802610392.0,barrel,2,exp
120,0,saxophone,2,3,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,3,2,3,planned_sample,1,3129,1522802634657.0,saxophone,2,exp
121,0,carrot,2,3,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,0,2,3,planned_sample,4,3220,1522802647122.0,carrot,3,exp
122,1,largeMeasuringCup,1,4,scripted,incorrect,True,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,0,4,4,planned_sample,4,9266,1522802670860.0,mediumMeasuringCup,3,exp
123,0,mediumMeasuringCup,4,4,scripted,correct,True,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,4,4,planned_sample,4,7714,1522802712053.0,mediumMeasuringCup,3,exp
124,0,waterBottle,2,2,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,2,2,planned_sample,4,8744,1522802756597.0,waterBottle,3,exp
125,0,chair,3,2,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,3,3,2,planned_sample,4,22082,1522802825168.0,chair,3,exp
126,0,basketball,3,2,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,0,3,2,planned_sample,5,4579,1522802860909.0,basketball,4,base
127,0,roundBrush,2,4,scripted,correct,True,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,2,4,planned_sample,5,7422,1522802881722.0,roundBrush,4,base
128,0,headphones,3,3,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,3,3,planned_sample,5,7062,1522802914802.0,headphones,4,base
129,0,book,3,1,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,3,3,1,planned_sample,5,2830,1522802929754.0,book,4,base
130,0,magnet,2,4,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,0,2,4,planned_sample,7,3583,1522802945655.0,magnet,5,base
131,0,handcuffs,4,3,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,4,3,planned_sample,7,4364,1522802968086.0,handcuffs,5,base
132,0,pandaToy,3,2,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,3,2,planned_sample,7,2789,1522802987968.0,pandaToy,5,base
133,0,mediumCandle,1,2,scripted,correct,True,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,3,1,2,planned_sample,7,7560,1522803006485.0,mediumCandle,5,base
134,0,scissors,2,2,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,0,2,2,planned_sample,3,2367,1522803022990.0,scissors,6,exp
135,0,knife,3,4,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,3,4,planned_sample,3,5624,1522803039410.0,knife,6,exp
136,0,barOfSoap,3,3,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,3,3,planned_sample,3,5682,1522803071229.0,barOfSoap,6,exp
137,1,rollOfTape,4,2,scripted,incorrect,True,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,3,2,planned_sample,3,5365,1522803088720.0,cassetteTape,6,exp
138,0,cassetteTape,3,2,scripted,correct,True,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,3,3,2,planned_sample,3,4686,1522803111606.0,cassetteTape,6,exp
139,0,binoculars,2,4,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,0,2,4,planned_sample,2,5091,1522803129536.0,binoculars,7,exp
140,0,wrench,2,1,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,2,1,planned_sample,2,4654,1522803150686.0,wrench,7,exp
141,1,bottomBlock,3,4,scripted,incorrect,True,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,3,3,planned_sample,2,5327,1522803175853.0,middleBlock,7,exp
142,0,middleBlock,3,3,scripted,correct,True,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,3,3,planned_sample,2,4260,1522803217095.0,middleBlock,7,exp
143,0,coffeeMug,2,2,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,3,2,2,planned_sample,2,5392,1522803245097.0,coffeeMug,7,exp
144,0,comb,1,1,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,0,1,1,planned_sample,8,6248,1522803274018.0,comb,8,base
145,0,computerMouse,4,2,scripted,correct,True,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,1,4,2,planned_sample,8,3178,1522803289846.0,computerMouse,8,base
146,0,castIronPan,3,3,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,2,3,3,planned_sample,8,6036,1522803314810.0,castIronPan,8,base
147,0,piano,1,4,scripted,correct,False,drop,0095-03bb67a7-ae89-402d-9f7f-c5898784e63f,3,1,4,planned_sample,8,5185,1522803331747.0,piano,8,base
148,0,banana,4,2,unscripted,correct,False,drop,0176-a2c355d9-8f0d-44d3-b8d3-29df824e374f,0,4,2,planned_sample,6,7404,1522794717761.0,banana,1,base
149,1,dollar,2,3,unscripted,incorrect,False,drop,0176-a2c355d9-8f0d-44d3-b8d3-29df824e374f,0,4,3,planned_sample,6,3251,1522794738104.0,dollar,1,base
150,0,dollar,4,3,unscripted,correct,False,drop,0176-a2c355d9-8f0d-44d3-b8d3-29df824e374f,0,4,3,planned_sample,6,4373,1522794739226.0,dollar,1,base
151,0,boardEraser,2,3,unscripted,correct,True,drop,0176-a2c355d9-8f0d-44d3-b8d3-29df824e374f,2,2,3,planned_sample,6,14964,1522794798911.0,boardEraser,1,base
